! ------------------------------------------------------------- !
! Met Data from Falling Creek Reservoir                         !
! Test ELCOM                                                    !
! 2015 - Mar 2024                                               !
7 data sets
0 seconds between data
0	0	0	0	0	0	0	0
! ------       -------     -------- ------ ------
TIME	AIR_TEMP	WIND_SPEED	WIND_DIR	SOLAR_RAD	LW_RAD_IN	REL_HUM	RAIN
2015015.5833	-0.03	1.09	219.58	107.32	302.93	0.6171	0
2015015.6250	0.41	0.87	188.86	143.99	307.82	0.5896	0
2015015.6667	0.22	2.02	196.65	158.91	310.42	0.6392	0
2015015.7083	-0.24	2.1	194.44	141.32	311.99	0.7097	0
2015015.7500	-0.19	2.31	190.92	226.2	307.48	0.6798	0
2015015.7917	-0.48	2.34	206.21	97.96	312.68	0.6692	0
2015015.8333	-0.8	2.29	198.72	58.72	310.85	0.6437	0
2015015.8750	-0.95	1.68	207.2	26.74	309.46	0.6286	0
2015015.9167	-1.16	1.37	214.96	5.09	304.34	0.6236	0
2015015.9583	-1.38	1.05	210.2	0	306.35	0.6367	0
2015016.0000	-1.54	1.36	210.03	0	306.37	0.6364	0
2015016.0417	-1.77	1.51	202.05	0	304.12	0.6097	0
2015016.0833	-2.1	1.61	193.99	0	304.39	0.5728	0
2015016.1250	-2.61	1.69	207.35	0	297.1	0.5271	0
2015016.1667	-3.1	1.57	213.77	0	301.26	0.4346	0
2015016.2083	-3.58	1.86	211.17	0	300.73	0.4176	0
2015016.2500	-4.03	1.83	215.7	0	298.01	0.4232	0
2015016.2917	-4.59	1.54	204.25	0	299.16	0.4287	0
2015016.3333	-5.27	1.56	199.38	0	299.41	0.4435	0
2015016.3750	-6.02	2.13	202.73	0	298.14	0.4666	0
2015016.4167	-6.66	1.91	206.15	0	298.04	0.4648	0
2015016.4583	-7	1.52	225.09	0	300.66	0.4631	0
2015016.5000	-7.33	2.06	209.23	0.35	298.32	0.4808	0
2015016.5417	-7.19	1.61	143.32	7.57	292.97	0.5058	0
2015016.5833	-8.29	2.27	189.78	20.11	287.48	0.746	0
